probe	pvalue	adj.pvalue	symbol	entrez	group
8156134	0	0.058777	NTRK2 // NTRK2 // NTRK2 // NTRK2 // NTRK2 // NTRK2	NA	GSE24129_PEvC
8044353	1.00E-05	0.058777	ACOXL	55289	GSE24129_PEvC
8135909	1.00E-05	0.058777	LEP	3952	GSE24129_PEvC
8105495	1.00E-05	0.058777	PART1 // PART1 // PART1	NA	GSE24129_PEvC
7944554	1.00E-05	0.058777	TMEM136 // TMEM136 // TMEM136 // TMEM136 // TMEM136 // TMEM136 // TMEM136	NA	GSE24129_PEvC
7995362	2.00E-05	0.058974	GPT2 // GPT2	NA	GSE24129_PEvC
8092707	2.00E-05	0.058974	P3H2 // P3H2	NA	GSE24129_PEvC
8090664	3.00E-05	0.058974	ASTE1 // ASTE1 // ASTE1	NA	GSE24129_PEvC
7970763	3.00E-05	0.060161	FLT1 // FLT1 // FLT1 // FLT1	NA	GSE24129_PEvC
8007263	3.00E-05	0.060161	HSD17B1	3292	GSE24129_PEvC
7946071	3.00E-05	0.058974	OR51B5	282763	GSE24129_PEvC
7979663	3.00E-05	0.058974	RAB15	376267	GSE24129_PEvC
8154135	4.00E-05	0.070044	SLC1A1	6505	GSE24129_PEvC
8082643	6.00E-05	0.095847	NEK11 // NEK11 // NEK11	NA	GSE24129_PEvC
7980861	9.00E-05	0.119194	CATSPERB	79820	GSE24129_PEvC
8145977	9.00E-05	0.119194	PLEKHA2	59339	GSE24129_PEvC
7929919	1.00E-04	0.119194	SFXN3	81855	GSE24129_PEvC
8167721	1.00E-04	0.12058	SSX8	280659	GSE24129_PEvC
7918622	0.00011	0.123333	SLC16A1 // SLC16A1	NA	GSE24129_PEvC
8153002	0.00013	0.128308	NDRG1 // NDRG1 // NDRG1 // NDRG1	NA	GSE24129_PEvC
8062190	0.00013	0.128308	SPAG4	6676	GSE24129_PEvC
7907572	0.00015	0.140974	PAPPA2 // PAPPA2	NA	GSE24129_PEvC
8171297	0.00017	0.153961	MID1 // MID1 // MID1 // MID1 // MID1 // MID1 // MID1 // MID1 // MID1	NA	GSE24129_PEvC
8147019	0.00018	0.153961	ZC2HC1A	51101	GSE24129_PEvC
7979179	0.00019	0.162799	ERO1A	30001	GSE24129_PEvC
8146863	0.00022	0.17586	SULF1 // SULF1 // SULF1 // SULF1	NA	GSE24129_PEvC
8074944	0.00026	0.184484	DERL3 // DERL3 // DERL3	NA	GSE24129_PEvC
8145989	0.00026	0.184484	HTRA4	203100	GSE24129_PEvC
8120279	0.00027	0.184484	LRRC1	NA	GSE24129_PEvC
8139207	0.00027	0.184484	INHBA	3624	GSE24129_PEvC
8041508	0.00028	0.184484	QPCT	25797	GSE24129_PEvC
8024518	0.00028	0.184484	ZNF555 // ZNF555	NA	GSE24129_PEvC
8124402	3.00E-04	0.187576	HIST1H1T	3010	GSE24129_PEvC
7937407	0.00034	0.19925	RASSF7 // RASSF7 // RASSF7	NA	GSE24129_PEvC
8082673	0.00035	0.19925	ACPP // ACPP // ACPP	NA	GSE24129_PEvC
8040587	0.00037	0.19925	EFR3B	NA	GSE24129_PEvC
8077441	0.00039	0.19925	BHLHE40	8553	GSE24129_PEvC
8153959	0.00039	0.19925	DOCK8 // DOCK8 // DOCK8	NA	GSE24129_PEvC
8166705	0.00039	0.19925	PRRG1 // PRRG1 // PRRG1 // PRRG1 // PRRG1	NA	GSE24129_PEvC
8068168	0.00039	0.19925	SOD1	6647	GSE24129_PEvC
8142407	0.00039	0.19925	TMEM168 // TMEM168 // TMEM168	NA	GSE24129_PEvC
8074701	0.00043	0.21186	SLC7A4	6545	GSE24129_PEvC
8023995	0.00046	0.21186	FSTL3	10272	GSE24129_PEvC
8122637	0.00046	0.21186	SASH1	23328	GSE24129_PEvC
8024511	0.00046	0.21186	ZNF554	115196	GSE24129_PEvC
8013135	0.00047	0.21186	SREBF1 // SREBF1	NA	GSE24129_PEvC
7932407	0.00052	0.221779	ST8SIA6	338596	GSE24129_PEvC
8136863	0.00052	0.221779	TMEM139 // TMEM139 // TMEM139 // TMEM139 // TMEM139 // TMEM139 // TMEM139 // TMEM139 // TMEM139 // TMEM139 // TMEM139 // TMEM139	NA	GSE24129_PEvC
8051547	0.00053	0.221779	PRKD3	NA	GSE24129_PEvC
7967544	0.00054	0.221779	SCARB1 // SCARB1	NA	GSE24129_PEvC
8160260	0.00054	0.221779	BNC2	54796	GSE24129_PEvC
8162462	0.00057	0.223251	C9orf129 // FAM120A // FAM120A // FAM120A // FAM120A	NA	GSE24129_PEvC
8126839	0.00058	0.223251	TNFRSF21	27242	GSE24129_PEvC
8042811	6.00E-04	0.223251	TET3	NA	GSE24129_PEvC
8175016	0.00061	0.223251	APLN	8862	GSE24129_PEvC
8138067	0.00063	0.223251	CYTH3	9265	GSE24129_PEvC
8121489	0.00064	0.223251	AMD1 // AMD1 // AMD1 // AMD1 // AMD1	NA	GSE24129_PEvC
8056837	0.00064	0.223251	GPR155 // GPR155 // GPR155 // GPR155	NA	GSE24129_PEvC
8088911	0.00064	0.223251	ZNF717 // ZNF717 // ZNF717 // ZNF717	NA	GSE24129_PEvC
7997940	0.00065	0.223251	SNORD68	NA	GSE24129_PEvC
8162744	0.00066	0.223251	CORO2A // CORO2A	NA	GSE24129_PEvC
8162696	0.00066	0.223251	XPA // XPA	NA	GSE24129_PEvC
8138202	0.00071	0.23103	ICA1 // ICA1 // ICA1 // ICA1	NA	GSE24129_PEvC
8161945	0.00072	0.23103	RASEF	158158	GSE24129_PEvC
8024170	0.00073	0.23103	ARHGAP45 // ARHGAP45 // ARHGAP45 // ARHGAP45	NA	GSE24129_PEvC
8045030	0.00074	0.23103	MYO7B	4648	GSE24129_PEvC
8078272	0.00074	0.23103	NR1D2 // NR1D2 // NR1D2	NA	GSE24129_PEvC
7936115	0.00076	0.23103	SH3PXD2A	9644	GSE24129_PEvC
8085556	0.00077	0.23103	SH3BP5 // SH3BP5	NA	GSE24129_PEvC
7990054	0.00077	0.23103	UACA // UACA	NA	GSE24129_PEvC
7975386	0.00079	0.233136	NA	NA	GSE24129_PEvC
8113666	0.00081	0.234136	SEMA6A	57556	GSE24129_PEvC
7947156	0.00082	0.234136	MUC15 // MUC15 // MUC15	NA	GSE24129_PEvC
8091444	0.00083	0.234136	NA	NA	GSE24129_PEvC
8162466	0.00086	0.234136	FAM120AOS	158293	GSE24129_PEvC
8164269	0.00087	0.234136	ENG // ENG // ENG	NA	GSE24129_PEvC
8109595	0.00087	0.234136	NA	NA	GSE24129_PEvC
8062395	0.00088	0.234136	NNAT // NNAT	NA	GSE24129_PEvC
8079931	0.00088	0.234136	SLC38A3	10991	GSE24129_PEvC
8054281	0.00093	0.237622	LONRF2	164832	GSE24129_PEvC
7903119	0.00096	0.237622	ABCD3 // ABCD3	NA	GSE24129_PEvC
7921773	0.00099	0.237622	NECTIN4	81607	GSE24129_PEvC
8156897	0.001	0.237622	MSANTD3 // MSANTD3 // MSANTD3 // MSANTD3 // MSANTD3-TMEFF1	NA	GSE24129_PEvC
