probe	pvalue	adj.pvalue	symbol	entrez	group
ILMN_1684982	0	0.150946	PDK4	5166	GSE60438_PEvC
ILMN_1704985	1.00E-05	0.158954	CYP27A1	1593	GSE60438_PEvC
ILMN_1699265	1.00E-05	0.158954	TNFRSF10B	8795	GSE60438_PEvC
ILMN_1712475	2.00E-05	0.158954	HS3ST2	9956	GSE60438_PEvC
ILMN_1722662	2.00E-05	0.158954	RAD23B	5887	GSE60438_PEvC
ILMN_1775677	2.00E-05	0.158954	TYSND1	219743	GSE60438_PEvC
ILMN_1722491	4.00E-05	0.211412	APRT	353	GSE60438_PEvC
ILMN_1715555	4.00E-05	0.211412	DBP	1628	GSE60438_PEvC
ILMN_1811984	4.00E-05	0.211412	KRTHB6	NA	GSE60438_PEvC
ILMN_2396444	5.00E-05	0.218628	CD14	929	GSE60438_PEvC
ILMN_1770927	5.00E-05	0.225325	KIAA1026	NA	GSE60438_PEvC
ILMN_1698218	6.00E-05	0.22808	TRAF1	7185	GSE60438_PEvC
ILMN_1660462	7.00E-05	0.22808	MCOLN2	255231	GSE60438_PEvC
ILMN_1736829	7.00E-05	0.22808	MDM2	4193	GSE60438_PEvC
ILMN_1688728	7.00E-05	0.22808	TRMT2A	27037	GSE60438_PEvC
ILMN_1689473	9.00E-05	0.252255	ATP6V1H	51606	GSE60438_PEvC
ILMN_2122103	9.00E-05	0.252255	ETS1	2113	GSE60438_PEvC
ILMN_2353143	1.00E-04	0.256102	FBLIM1	54751	GSE60438_PEvC
ILMN_1730816	0.00011	0.256102	GPR162	27239	GSE60438_PEvC
ILMN_2078592	0.00012	0.256102	C6orf105	NA	GSE60438_PEvC
ILMN_1716480	0.00013	0.256102	ACD	65057	GSE60438_PEvC
ILMN_1885728	0.00013	0.256102	KIAA1147	57189	GSE60438_PEvC
ILMN_2252309	0.00014	0.256102	DPP7	29952	GSE60438_PEvC
ILMN_1789187	0.00014	0.256102	LOC730809	NA	GSE60438_PEvC
ILMN_2266573	0.00014	0.256102	SLC12A6	9990	GSE60438_PEvC
ILMN_1668035	0.00016	0.279658	CRH	1392	GSE60438_PEvC
ILMN_1683824	0.00017	0.28484	ANO7	50636	GSE60438_PEvC
ILMN_1697409	0.00017	0.28484	TNFRSF14	8764	GSE60438_PEvC
ILMN_1654411	2.00E-04	0.305397	CCL18	6362	GSE60438_PEvC
ILMN_1661372	2.00E-04	0.305397	JUB	NA	GSE60438_PEvC
ILMN_1720048	0.00021	0.305397	CCL2	6347	GSE60438_PEvC
ILMN_1778010	0.00022	0.305397	IL32	9235	GSE60438_PEvC
ILMN_2262044	0.00024	0.305397	PARP10	84875	GSE60438_PEvC
ILMN_3245773	0.00024	0.305397	PION	NA	GSE60438_PEvC
ILMN_1690566	0.00025	0.305397	RASSF4	83937	GSE60438_PEvC
ILMN_1679967	0.00026	0.305397	NMS	129521	GSE60438_PEvC
ILMN_1727271	0.00026	0.305397	WARS	7453	GSE60438_PEvC
ILMN_1740015	0.00027	0.305397	CD14	929	GSE60438_PEvC
ILMN_3215715	0.00027	0.305397	LOC389386	NA	GSE60438_PEvC
ILMN_3280020	0.00027	0.305397	LOC441506	NA	GSE60438_PEvC
ILMN_1659960	0.00028	0.305397	IL4I1	259307	GSE60438_PEvC
ILMN_1695829	3.00E-04	0.305397	TTYH2	94015	GSE60438_PEvC
ILMN_1660856	0.00032	0.305397	ALG11	440138	GSE60438_PEvC
ILMN_1664581	0.00033	0.305397	MICALL2	79778	GSE60438_PEvC
ILMN_1861767	0.00033	0.305397	NA	NA	GSE60438_PEvC
ILMN_2405684	0.00034	0.305397	BIRC3	330	GSE60438_PEvC
ILMN_1783247	0.00035	0.305397	C10orf11	83938	GSE60438_PEvC
ILMN_1688423	0.00035	0.305397	FCER1A	2205	GSE60438_PEvC
ILMN_2207504	0.00036	0.305397	LEP	3952	GSE60438_PEvC
ILMN_2365484	0.00036	0.305397	SNX1	6642	GSE60438_PEvC
ILMN_1821510	0.00036	0.305397	NA	NA	GSE60438_PEvC
ILMN_1770665	0.00037	0.305397	HERC4	26091	GSE60438_PEvC
ILMN_1755383	0.00037	0.305397	LRRC1	55227	GSE60438_PEvC
ILMN_2284496	0.00039	0.305397	STK31	56164	GSE60438_PEvC
ILMN_1729019	4.00E-04	0.305397	Septin 7	NA	GSE60438_PEvC
ILMN_1778321	4.00E-04	0.305397	SLC2A6	11182	GSE60438_PEvC
ILMN_1700229	0.00042	0.305397	LOC730360	NA	GSE60438_PEvC
ILMN_1668683	0.00042	0.305397	MLL	NA	GSE60438_PEvC
ILMN_2163790	0.00043	0.305397	CGB5	93659	GSE60438_PEvC
ILMN_1737685	0.00043	0.305397	CRLS1	54675	GSE60438_PEvC
ILMN_3249571	0.00044	0.305397	ARMS2	387715	GSE60438_PEvC
ILMN_1667748	0.00045	0.305397	ANKRD33	341405	GSE60438_PEvC
ILMN_1652472	0.00045	0.305397	BRAF	673	GSE60438_PEvC
ILMN_1666773	0.00045	0.305397	C21orf90	NA	GSE60438_PEvC
ILMN_1726308	0.00045	0.305397	FAM10A4	NA	GSE60438_PEvC
ILMN_1697634	0.00045	0.305397	FLJ35894	NA	GSE60438_PEvC
ILMN_1665537	0.00045	0.305397	LOC654032	NA	GSE60438_PEvC
ILMN_1684158	0.00046	0.305397	GPT2	84706	GSE60438_PEvC
ILMN_3246087	0.00046	0.305397	LOC100134672	NA	GSE60438_PEvC
ILMN_2184007	0.00047	0.305397	LOC440354	NA	GSE60438_PEvC
ILMN_2191568	0.00047	0.305397	TUSC4	NA	GSE60438_PEvC
ILMN_1660986	0.00049	0.310347	PER3	8863	GSE60438_PEvC
ILMN_1745154	0.00051	0.320949	PARD6B	84612	GSE60438_PEvC
ILMN_1660317	0.00053	0.325213	LEFTY1	10637	GSE60438_PEvC
