probe	pvalue	adj.pvalue	symbol	entrez	group
17046573	0	0.004715	CCT6P1	NA	GSE73374_PEvC
16787362	0	0.038413	NA	NA	GSE73374_PEvC
17010343	0	0.024048	NA	NA	GSE73374_PEvC
17095559	1.00E-05	0.10015	LOC286238	286238	GSE73374_PEvC
17119156	2.00E-05	0.17093	NA	NA	GSE73374_PEvC
16946483	3.00E-05	0.17093	NA	NA	GSE73374_PEvC
16703854	4.00E-05	0.17093	NA	NA	GSE73374_PEvC
16855475	4.00E-05	0.17093	NA	NA	GSE73374_PEvC
16986937	4.00E-05	0.17093	NA	NA	GSE73374_PEvC
17095187	4.00E-05	0.17093	NA	NA	GSE73374_PEvC
16904972	5.00E-05	0.17093	NA	NA	GSE73374_PEvC
16962407	5.00E-05	0.17093	DGKG	NA	GSE73374_PEvC
17075060	6.00E-05	0.174802	MIR548V	100422850	GSE73374_PEvC
16797371	6.00E-05	0.174802	IGHA1	NA	GSE73374_PEvC
16669708	6.00E-05	0.174802	NOTCH2NL	388677	GSE73374_PEvC
16738353	7.00E-05	0.178956	NA	NA	GSE73374_PEvC
16885819	8.00E-05	0.180478	NA	NA	GSE73374_PEvC
16923583	8.00E-05	0.180478	NA	NA	GSE73374_PEvC
16777715	1.00E-04	0.186875	FLT1	2321	GSE73374_PEvC
16670383	1.00E-04	0.186875	NA	NA	GSE73374_PEvC
16758874	1.00E-04	0.186875	UBC	7316	GSE73374_PEvC
16678674	0.00011	0.186875	NA	NA	GSE73374_PEvC
17050348	0.00011	0.186875	NA	NA	GSE73374_PEvC
17114139	0.00011	0.186875	NA	NA	GSE73374_PEvC
17110711	0.00012	0.186875	GRIPAP1	56850	GSE73374_PEvC
17017102	0.00012	0.186875	POU5F1	5460	GSE73374_PEvC
16968372	0.00013	0.186875	NA	NA	GSE73374_PEvC
16973830	0.00014	0.186875	NA	NA	GSE73374_PEvC
17124228	0.00015	0.186875	NA	NA	GSE73374_PEvC
16908037	0.00016	0.186875	FN1	2335	GSE73374_PEvC
16818494	0.00016	0.186875	NA	NA	GSE73374_PEvC
16818588	0.00016	0.186875	NA	NA	GSE73374_PEvC
17011034	0.00016	0.186875	NA	NA	GSE73374_PEvC
16947173	0.00017	0.186875	MME	4311	GSE73374_PEvC
16943973	0.00017	0.186875	NA	NA	GSE73374_PEvC
17013664	0.00017	0.186875	PPP1R14C	NA	GSE73374_PEvC
16818184	0.00018	0.186875	KAT8	84148	GSE73374_PEvC
16881786	2.00E-04	0.186875	HTRA2	27429	GSE73374_PEvC
16949663	2.00E-04	0.186875	NA	NA	GSE73374_PEvC
17010292	2.00E-04	0.186875	NA	NA	GSE73374_PEvC
16738465	0.00021	0.186875	NA	NA	GSE73374_PEvC
16777272	0.00021	0.186875	NA	NA	GSE73374_PEvC
16782014	0.00021	0.186875	NA	NA	GSE73374_PEvC
16792303	0.00021	0.186875	NA	NA	GSE73374_PEvC
16880054	0.00021	0.186875	NA	NA	GSE73374_PEvC
16838934	0.00022	0.186875	NA	NA	GSE73374_PEvC
16906000	0.00022	0.186875	SESTD1	91404	GSE73374_PEvC
16896196	0.00022	0.186875	XDH	7498	GSE73374_PEvC
16883417	0.00023	0.186875	NA	NA	GSE73374_PEvC
17096728	0.00023	0.186875	ABCA1	NA	GSE73374_PEvC
17104098	0.00023	0.186875	NA	NA	GSE73374_PEvC
16748343	0.00024	0.189024	NA	NA	GSE73374_PEvC
17067888	0.00024	0.189024	NA	NA	GSE73374_PEvC
16885186	0.00025	0.194414	NA	NA	GSE73374_PEvC
16685645	0.00026	0.195529	NA	NA	GSE73374_PEvC
16984365	0.00028	0.197283	GHR	2690	GSE73374_PEvC
16727322	3.00E-04	0.197283	NA	NA	GSE73374_PEvC
16826743	3.00E-04	0.197283	FAM192A	NA	GSE73374_PEvC
17074071	0.00031	0.197283	NA	NA	GSE73374_PEvC
17002846	0.00033	0.197283	DUSP1	1843	GSE73374_PEvC
16770505	0.00033	0.197283	NA	NA	GSE73374_PEvC
17036580	0.00033	0.197283	NA	NA	GSE73374_PEvC
17058065	0.00033	0.197283	NA	NA	GSE73374_PEvC
16782086	0.00034	0.197283	NA	NA	GSE73374_PEvC
16809915	0.00034	0.197283	HSP90AB4P	NA	GSE73374_PEvC
17052237	0.00034	0.197283	NA	NA	GSE73374_PEvC
17012781	0.00035	0.197283	NA	NA	GSE73374_PEvC
16966647	0.00036	0.197283	NA	NA	GSE73374_PEvC
16975908	0.00036	0.197283	NA	NA	GSE73374_PEvC
17024285	0.00036	0.197283	CITED2	NA	GSE73374_PEvC
17100989	0.00036	0.197283	NA	NA	GSE73374_PEvC
16744275	0.00038	0.197283	BTG4	54766	GSE73374_PEvC
17074909	0.00039	0.197283	MIR383	494332	GSE73374_PEvC
16703334	0.00039	0.197283	NA	NA	GSE73374_PEvC
17005569	0.00039	0.197283	HIST1H1E	NA	GSE73374_PEvC
16800014	4.00E-04	0.197283	NA	NA	GSE73374_PEvC
16883621	4.00E-04	0.197283	NA	NA	GSE73374_PEvC
16917545	4.00E-04	0.197283	NA	NA	GSE73374_PEvC
16961947	4.00E-04	0.197283	NA	NA	GSE73374_PEvC
16734868	0.00041	0.197283	HBG2	NA	GSE73374_PEvC
16825264	0.00041	0.197283	NA	NA	GSE73374_PEvC
16858800	0.00041	0.197283	DAND5	NA	GSE73374_PEvC
16791805	0.00042	0.197283	NA	NA	GSE73374_PEvC
17094586	0.00042	0.197283	NA	NA	GSE73374_PEvC
17118228	0.00042	0.197283	NA	NA	GSE73374_PEvC
17118232	0.00042	0.197283	NA	NA	GSE73374_PEvC
17118242	0.00042	0.197283	NA	NA	GSE73374_PEvC
17118246	0.00042	0.197283	NA	NA	GSE73374_PEvC
16678516	0.00044	0.202417	NA	NA	GSE73374_PEvC
16803231	0.00044	0.202417	LOC441728	NA	GSE73374_PEvC
16852079	0.00044	0.202417	NA	NA	GSE73374_PEvC
16860386	0.00046	0.204552	NA	NA	GSE73374_PEvC
17038746	0.00046	0.204552	NA	NA	GSE73374_PEvC
16713144	0.00048	0.211107	ITGB1	NA	GSE73374_PEvC
17007654	0.00048	0.211107	NA	NA	GSE73374_PEvC
