probe	pvalue	adj.pvalue	symbol	entrez	group
203140_at	0	0.000425	BCL6	604	GSE14722_PEvC
205629_s_at	0	0.002618	CRH	1392	GSE14722_PEvC
221665_s_at	0	0.008477	EPS8L1	54869	GSE14722_PEvC
222033_s_at	0	0.008247	FLT1	2321	GSE14722_PEvC
205829_at	0	0.0053	HSD17B1	3292	GSE14722_PEvC
210141_s_at	0	0.008247	INHA	3623	GSE14722_PEvC
210511_s_at	0	0.00526	INHBA	3624	GSE14722_PEvC
207092_at	0	0.00526	LEP	3952	GSE14722_PEvC
211918_x_at	0	0.008477	PAPPA2	60676	GSE14722_PEvC
215812_s_at	0	0.008272	SLC6A10P /// SLC6A10PB /// SLC6A8	NA	GSE14722_PEvC
215990_s_at	1.00E-05	0.008477	BCL6	604	GSE14722_PEvC
205630_at	1.00E-05	0.012443	CRH	1392	GSE14722_PEvC
201809_s_at	1.00E-05	0.011984	ENG	2022	GSE14722_PEvC
218779_x_at	1.00E-05	0.012208	EPS8L1	54869	GSE14722_PEvC
91826_at	1.00E-05	0.012208	EPS8L1	54869	GSE14722_PEvC
219542_at	1.00E-05	0.008477	NEK11	79858	GSE14722_PEvC
213332_at	1.00E-05	0.012443	PAPPA2	60676	GSE14722_PEvC
206520_x_at	1.00E-05	0.012443	SIGLEC6	946	GSE14722_PEvC
210796_x_at	1.00E-05	0.011984	SIGLEC6	946	GSE14722_PEvC
219888_at	1.00E-05	0.008477	SPAG4	6676	GSE14722_PEvC
214471_x_at	2.00E-05	0.016161	CGB1 /// LHB	NA	GSE14722_PEvC
221200_at	2.00E-05	0.01617	ERVK3-2	100862697	GSE14722_PEvC
201185_at	2.00E-05	0.018177	HTRA1	5654	GSE14722_PEvC
203087_s_at	2.00E-05	0.01328	KIF2A	3796	GSE14722_PEvC
202734_at	2.00E-05	0.013945	TRIP10	9322	GSE14722_PEvC
214396_s_at	3.00E-05	0.019227	MBD2	8932	GSE14722_PEvC
44702_at	3.00E-05	0.019227	SYDE1	85360	GSE14722_PEvC
221655_x_at	4.00E-05	0.026351	EPS8L1	54869	GSE14722_PEvC
210589_s_at	4.00E-05	0.026351	GBAP1	2630	GSE14722_PEvC
204926_at	4.00E-05	0.023619	INHBA	3624	GSE14722_PEvC
204254_s_at	4.00E-05	0.023619	VDR	7421	GSE14722_PEvC
213236_at	6.00E-05	0.033756	SASH1	23328	GSE14722_PEvC
205387_s_at	7.00E-05	0.038927	CGB /// CGB1 /// CGB5 /// CGB7 /// CGB8	NA	GSE14722_PEvC
214180_at	7.00E-05	0.038927	MAN1C1	57134	GSE14722_PEvC
219911_s_at	8.00E-05	0.040387	SLCO4A1	28231	GSE14722_PEvC
1007_s_at	9.00E-05	0.045239	DDR1 /// MIR4640	NA	GSE14722_PEvC
210287_s_at	9.00E-05	0.045239	FLT1	2321	GSE14722_PEvC
210732_s_at	9.00E-05	0.045239	LGALS8	3964	GSE14722_PEvC
201236_s_at	0.00013	0.059603	BTG2	7832	GSE14722_PEvC
205325_at	0.00013	0.059603	PHYHIP	9796	GSE14722_PEvC
41644_at	0.00013	0.059603	SASH1	23328	GSE14722_PEvC
203184_at	0.00018	0.076815	FBN2	2201	GSE14722_PEvC
208200_at	0.00018	0.077436	IL1A	3552	GSE14722_PEvC
201819_at	2.00E-04	0.084211	SCARB1	949	GSE14722_PEvC
220092_s_at	0.00021	0.087069	ANTXR1	84168	GSE14722_PEvC
210749_x_at	0.00023	0.09161	DDR1 /// MIR4640	NA	GSE14722_PEvC
206662_at	0.00023	0.09161	GLRX	2745	GSE14722_PEvC
204368_at	0.00024	0.091679	SLCO2A1	6578	GSE14722_PEvC
220889_s_at	0.00029	0.110046	CA10	56934	GSE14722_PEvC
219764_at	0.00033	0.113033	FZD10	11211	GSE14722_PEvC
209093_s_at	0.00033	0.113033	GBA /// GBAP1	NA	GSE14722_PEvC
222102_at	0.00033	0.113033	GSTA3	2940	GSE14722_PEvC
221485_at	0.00034	0.113033	B4GALT5	9334	GSE14722_PEvC
207169_x_at	0.00035	0.113033	DDR1 /// MIR4640	NA	GSE14722_PEvC
203407_at	0.00035	0.113033	PPL	5493	GSE14722_PEvC
205952_at	0.00037	0.113033	KCNK3	3777	GSE14722_PEvC
212328_at	0.00037	0.113033	LIMCH1	22998	GSE14722_PEvC
203434_s_at	0.00037	0.113033	MME	4311	GSE14722_PEvC
212314_at	0.00037	0.113033	SEL1L3	23231	GSE14722_PEvC
209343_at	0.00038	0.113033	EFHD1	80303	GSE14722_PEvC
203476_at	0.00038	0.113033	TPBG	7162	GSE14722_PEvC
